id,prediction_bert,review_body
71860,positive,came as expected.  product was easy to use.  currently do not have a need for it but it was great help
30400,positive,use it every year and works great
108957,positive,"along with windows 7, this is a great step up; and, amazon has the best price anywhere."
46913,positive,"have had much experience with it yet, time will tell with my first installation of the product. so far it was easy to install and provide good features....."
35117,negation,license wasn't included...
79270,negative,beware: the shift key doesn't work on the mac. this substantially reduces the value of the program if you use macintosh.
124695,negative,i really need more help with visualizing my budget and seeing cash flows.  mm doesn't seem to be as flexible as i'd like and it rarely gives me visual options.  the visual options they do have are too plain.
15513,negative,did not work. got an error message and called customer service.  they were no help! wasted my money on this!
97419,negation,i am unable to uninstall two users from broken computers.  i am left with only one user available.  so far i have not received any support from webroot.  they recommended the purchase of another key. no thank you!
58225,neutral,"installed, reinstalled, re-followed instructions, reinstalled, gave up on it.  found great alternatives on the mac.  discovered terminal/unix on the mac and have found alternatives so i don't need windows programs."
94634,positive,"great value for the cost.  the only drawback is the you cannnot install all the games at once.  i personally like raising penguins in \\""ice age\\""...but that is just me."
